chr,pos,cms_score,genes
chr3,69834454,12.3824,MITF
chr7,101015718,12.3791,COL26A1 & IFT22 & LNCPRESS1 & LOC101927746
chr20,44733811,12.3791,CD40 & CDH22 & MMP9 & NCOA5 & SLC12A5 & SLC12A5-AS1
chr16,74088473,12.3781,NONAME
chr6,152880321,12.3771,SYNE1
chr13,40052731,12.3752,LHFPL6
chr12,30034792,12.374,TMTC1
chr2,163559175,12.362,KCNH7 & LOC101929570
chr15,80707588,12.3535,ARNT2 & LINC00927
chr5,161696396,12.3407,NONAME
chr11,106493741,12.339,GUCY1A2
chr4,73677391,12.3376,NONAME
chr1,75999964,12.3366,SLC44A5
chr7,13777635,12.3247,NONAME
chr7,100525146,12.3205,ACHE & MIR6875 & MUC12 & MUC3A & SLC12A9 & SLC12A9-AS1 & SRRT & TRIP6 & UFSP1
chr5,153789078,12.3205,GALNT10 & HAND1 & MIR1294 & SAP30L & SAP30L-AS1
chr14,96657459,12.3205,ATG2B & BDKRB1 & BDKRB2 & C14orf132
chr2,163600518,12.3185,KCNH7 & LOC101929570
chr1,199543632,12.311,NONAME
chr10,20152770,12.294,PLXDC2
chr14,61677956,12.2932,TMEM30B
chr2,162688627,12.2893,SLC4A10
chr12,115253197,12.2881,NONAME
chr6,10093595,12.2765,NONAME
chr2,164288638,12.276,NONAME
chr1,81755786,12.2748,ADGRL2
chr6,109045197,12.2747,FOXO3 & LINC00222
chr7,111762557,12.2743,DOCK4 & ZNF277
chr5,113145868,12.2691,NONAME
chr1,201210045,12.2606,IGFN1 & PKP1 & TMEM9
chr13,76283474,12.2601,LMO7 & LMO7-AS1
chr8,4493300,12.2465,CSMD1
chr12,30756365,12.2438,IPO8
chr1,42019006,12.2396,EDN2 & HIVEP3
chr5,78020166,12.2191,ARSB & LHFPL2
chr12,3178183,12.2098,TEAD4 & TSPAN9
chr19,33890838,12.2094,CEBPA & CEBPA-DT & CEBPG & PEPD
chr16,31357810,12.2016,COX6A2 & ITGAD & ITGAM & ITGAX & ZNF843
chr2,33059096,12.2006,LINC00486 & TTC27
chr5,138553691,12.195,MATR3 & SIL1 & SNHG4 & SNORA74A & SNORA74D
chr11,68128293,12.1942,C11orf24 & LRP5 & PPP6R3
chr10,130418402,12.1927,NONAME
chr12,114590687,12.1767,LINC02459
chr3,78277273,12.1627,NONAME
chr6,19790387,12.1534,ID4 & LOC100506885
chr16,58206826,12.1534,CCDC113 & CFAP20 & CSNK2A2
chr1,43112913,12.1475,CCDC30 & CLDN19 & P3H1 & PPIH & YBX1
chr8,57445182,12.1447,LINC00968 & LOC101929415 & PENK
chr3,121663711,12.1281,EAF2 & ILDR1 & SLC15A2
chr8,716979,12.1275,DLGAP2 & ERICH1 & LOC401442
chr5,168561395,12.1259,LOC728095 & SLIT3
chr6,124661342,12.1217,NKAIN2
chr16,31077335,12.1137,BCKDK & HSD3B7 & KAT8 & PRSS36 & PRSS53 & PRSS8 & SETD1A & STX1B & STX4 & VKORC1 & ZNF646 & ZNF668
chr2,26801586,12.11,C2orf70 & CIB4 & OTOF
chr8,128999640,12.0847,MIR1205 & MIR1206 & MIR1207 & PVT1 & TMEM75
chr1,182413323,12.0798,GLUL & LINC00272 & RGSL1 & TEDDM1
chr4,174630345,12.0555,NONAME
chr15,97924124,12.0548,LINC02254
chr20,40981002,12.0543,PTPRT
chr20,32407035,12.0473,CHMP4B & PXMP4 & ZNF341 & ZNF341-AS1
chr3,122936084,12.0462,ADCY5 & MIR7110 & PDIA5 & SEC22A
chr12,22891044,12.0384,ETNK1
chr12,50318450,12.0351,AQP2 & AQP5 & AQP6 & BCDIN3D & BCDIN3D-AS1 & FAIM2 & LINC02395 & LINC02396 & LOC101927318 & NCKAP5L & RACGAP1
chr21,35849290,12.0268,FAM243A & FAM243B & KCNE1 & KCNE1B & RCAN1 & SMIM11A & SMIM11B
chr21,43462379,12.0257,C2CD2 & SNORA91 & UMODL1 & UMODL1-AS1 & ZBTB21 & ZNF295-AS1
chr3,197565048,12.0168,FYTTD1 & IQCG & LRCH3 & RUBCN
chr17,51012956,12.011,C17orf112 & LINC02089
chr1,183968532,11.9908,COLGALT2 & RGL1 & TSEN15
chr9,119520093,11.9844,ASTN2 & TRIM32
chr1,195632830,11.9844,NONAME
chr5,157133617,11.9793,C5orf52 & CLINT1 & LSM11 & SOX30 & THG1L
chr8,103724653,11.977,GASAL1 & KLF10
chr3,122266153,11.9764,DTX3L & KPNA1 & PARP15 & PARP9
chr16,64195003,11.9724,NONAME
chr16,26636603,11.9617,NONAME
chr11,68758162,11.9606,IGHMBP2 & MIR3164 & MRGPRD & MRGPRF & MRGPRF-AS1 & MRPL21 & TPCN2
chr9,33118111,11.9511,B4GALT1 & B4GALT1-AS1 & DNAJA1 & SMU1
chr20,56034988,11.9511,CTCFL & LOC100291105 & RAE1 & RBM38
chr19,10349118,11.9508,DNMT1 & FDX2 & ICAM1 & ICAM3 & ICAM4 & ICAM5 & MIR4322 & MRPL4 & RAVER1 & S1PR2 & ZGLP1
chr14,59520674,11.9452,LINC01500
chr7,150732463,11.935,ABCB8 & AGAP3 & ASIC3 & ATG9B & CDK5 & FASTK & KCNH2 & NOS3 & SLC4A2 & TMUB1
chr4,39602845,11.9346,SMIM14 & UBE2K & UGDH & UGDH-AS1
chr1,156032887,11.9214,ARHGEF2 & LAMTOR2 & LMNA & MEX3A & RAB25 & SEMA4A & SSR2 & UBQLN4
chr11,62225775,11.9187,AHNAK & ASRGL1 & SCGB1A1
chr10,16419321,11.9182,PTER
chr11,125069793,11.9147,PKNOX2 & PKNOX2-AS1 & TMEM218
chr4,162715230,11.9106,FSTL5
chr6,156510479,11.9099,NONAME
chr5,77216026,11.908,AP3B1 & LOC101929154
chr12,115678764,11.9036,NONAME
chr2,164607466,11.9003,FIGN
chr4,174547485,11.898,HAND2 & HAND2-AS1
chr22,36830097,11.8951,EIF3D & FOXRED2 & MYH9 & TXN2
chr13,64222455,11.8933,LINC00395 & OR7E156P
chr11,133574298,11.8892,LOC646522
chr15,51004650,11.8876,SPPL2A & TRPM7
chr20,742217,11.8826,FAM110A & SCRT2 & SLC52A3
chr6,148018120,11.873,NONAME
chr8,25825362,11.8655,EBF2
chr14,96016796,11.8527,GLRX5 & LINC02318 & SCARNA13 & SNHG10 & SYNE3
chr3,169019906,11.8504,MECOM
chr14,69131962,11.8496,LOC100996664 & RAD51B
chr5,143005569,11.8466,MIR5197
chr12,114827707,11.8357,TBX5 & TBX5-AS1
chr3,195555533,11.8236,LINC01983 & MIR6829 & MUC20 & MUC4 & TNK2 & TNK2-AS1
chr1,230277115,11.8225,GALNT2
chr2,53842082,11.8157,ASB3 & GPR75-ASB3
chr13,96849911,11.8103,HS6ST3
chr7,131791194,11.8102,PLXNA4
chr4,133751147,11.7964,NONAME
chr2,72102703,11.793,NONAME
chr2,153174130,11.7904,FMNL2
chr4,100152864,11.7742,ADH1A & ADH1B & ADH4 & ADH6 & LOC100507053 & PCNAP1
chr13,104240652,11.7682,NONAME
chr12,76110751,11.7682,NONAME
chr6,55158712,11.7681,GFRAL & HCRTR2
chr15,62099335,11.7681,LINC02349 & VPS13C
chr12,130642315,11.7657,FZD10 & FZD10-DT & LINC02419
chr21,39724571,11.7637,ERG & KCNJ15 & LINC01423
chr1,11584628,11.7609,DISP3 & LINC01647
chr6,157917447,11.7601,MIR3692 & ZDHHC14
chr3,69002853,11.7601,EOGT & FAM19A4 & MIR3136 & TMF1
chr2,206806530,11.7601,INO80D
chr17,55509272,11.7553,LOC101927557 & MSI2
chr5,141633818,11.7516,NDFIP1 & SPRY4 & SPRY4-AS1 & SPRY4-IT1
chr4,60265646,11.747,NONAME
chr18,75243361,11.7432,NONAME
chr7,123854681,11.7414,NONAME
chr1,176096760,11.7361,COP1
chr1,54314930,11.7278,DIO1 & HSPB11 & LRRC42 & NDC1 & YIPF1
chr10,46930830,11.7158,GPRIN2 & LOC101927699 & LOC102724593 & SHLD2P1 & SYT15
chr11,94748973,11.698,CWC15 & ENDOD1 & KDM4D & KDM4E & SRSF8
chr2,34038728,11.6965,LINC01317 & MYADML
chr19,58254109,11.6943,FKBP1AP1 & ZNF154 & ZNF211 & ZNF551 & ZNF552 & ZNF586 & ZNF587B & ZNF671 & ZNF776 & ZSCAN4
chr12,31514389,11.6937,DENND5B & FLJ13224 & LINC02387 & SINHCAF
chr7,38950137,11.6916,POU6F2 & POU6F2-AS2 & VPS41
chr11,131656518,11.6916,NTM
chr1,58853263,11.6899,OMA1
chr20,42082957,11.6808,L3MBTL1 & SRSF6
chr1,110629992,11.6807,AHCYL1 & ALX3 & LINC01397 & SLC6A17 & STRIP1 & UBL4B
chr10,20803698,11.6705,MIR4675
chr6,168817464,11.6702,DACT2 & SMOC2
chr15,81084877,11.6666,ABHD17C & CEMIP & MIR549A
chr16,1271175,11.6611,CACNA1H & TPSAB1 & TPSB2 & TPSD1 & TPSG1 & UBE2I
chr8,41485041,11.648,ANK1 & GINS4 & GPAT4 & LOC102723729 & MIR486-1 & MIR486-2 & NKX6-3
chr3,88439647,11.6465,NONAME
chr12,96299676,11.637,AMDHD1 & CCDC38 & HAL & LINC02410 & LOC105369921 & LTA4H & SNRPF
chr9,93599787,11.6328,SYK
chr16,9797339,11.627,GRIN2A
chr3,117428016,11.6123,LINC02024
chr2,71212130,11.6103,ANKRD53 & ATP6V1B1 & ATP6V1B1-AS1 & LINC01143 & NAGK & OR7E91P & TEX261 & VAX2
chr1,81488624,11.6073,NONAME
chr14,43289067,11.6058,NONAME
chr5,22635369,11.5973,CDH12
chr3,25327793,11.5932,RARB & RARB-AS1
chr19,32153007,11.5903,THEG5
chr10,45982091,11.5903,ALOX5 & LOC102724323 & MARCH8
chr1,77220237,11.5903,LINC02567
chr20,52583181,11.5873,BCAS1 & SUMO1P1
chr10,77662192,11.5868,LRMDA
chr3,67300170,11.5848,MIR4272
chr4,8782293,11.5819,HMX1
chr6,146698654,11.5804,GRM1
chr15,37173524,11.5731,C15orf41 & CSNK1A1P1 & LOC145845 & MEIS2 & MIR8063
chr9,10187295,11.5655,PTPRD
chr11,126052602,11.5581,FAM118B & FOXRED1 & RPUSD4 & SRPRA
chr7,15059326,11.5441,DGKB
chr8,59305455,11.5414,CYP7A1 & UBXN2B
chr13,72415774,11.538,DACH1
chr9,1500059,11.5359,NONAME
chr4,164467848,11.5334,MARCH1 & TKTL2 & TMA16
chr18,35782683,11.5204,NONAME
chr10,20268852,11.515,PLXDC2
chr9,12036175,11.5034,NONAME
chr7,7351169,11.5012,C1GALT1 & COL28A1 & LOC101927354
chr13,64120446,11.4968,NONAME
chr2,71978904,11.4888,DYSF
chr19,53350597,11.4876,ZNF28 & ZNF320 & ZNF321P & ZNF468 & ZNF600 & ZNF816-ZNF321P & ZNF888
chr3,189556696,11.4846,MIR944 & TP63
chr12,66852267,11.4801,GRIP1
chr8,106254571,11.4769,ZFPM2
chr7,57305211,11.4752,GUSBP10 & LOC105375297 & ZNF479
chr12,47593778,11.4742,MIR4698 & PCED1B & PCED1B-AS1
chr10,125927017,11.4682,CHST15
chr12,98778436,11.4675,SLC9A7P1
chr22,47786315,11.4641,LINC01644 & LOC339685
chr3,21448653,11.4588,VENTXP7 & ZNF385D
chr4,119877359,11.4505,SYNPO2
chr4,173960762,11.4464,GALNTL6 & LOC101930370
chr13,94914043,11.4411,GPC6 & GPC6-AS1
chr10,46052075,11.4391,MARCH8 & ZFAND4
chr3,83688961,11.4276,NONAME
chr2,42085362,11.4276,C2orf91 & LINC01913 & LINC01914
chr3,28808234,11.4263,LINC00693
chr12,7849523,11.4263,APOBEC1 & CLEC4C & DPPA3 & GDF3 & NANOG & NANOGNB
chr14,49260570,11.421,NONAME
chr14,33583043,11.4171,NPAS3
chr17,74919213,11.416,LINC00868 & LOC105371899 & MGAT5B
chr11,13789124,11.416,FAR1 & LINC02545 & LINC02548
chr1,237416328,11.4135,RYR2
chr9,18326279,11.4103,NONAME
chr18,59450622,11.4103,LINC01544 & RNF152
chr14,38568421,11.4103,NONAME
chr6,111263158,11.4069,AMD1 & GTF3C6 & RPF2 & SNORA40C
chr12,68747836,11.4053,LINC02384 & MDM1
chr1,162929629,11.4053,CCDC190
chr3,28609604,11.39,LINC00693 & ZCWPW2
chr3,28599160,11.39,LINC00693 & ZCWPW2
chr19,6624812,11.3871,C3 & CD70 & TNFSF14 & TNFSF9
chr4,133521064,11.3829,LINC01256
chr5,167912404,11.3817,FBLL1 & MIR103A1 & MIR103B1 & PANK3 & RARS & WWC1
chr12,29055655,11.3743,NONAME
chr15,23042155,11.3714,CYFIP1 & LOC283683 & NIPA1 & NIPA2
chr13,35102607,11.3714,LINC00457 & LINC02343
chr2,31363732,11.3548,CAPN14 & EHD3 & GALNT14
chr20,24531208,11.3422,SYNDIG1
chr22,45010315,11.3382,LINC00207 & LINC00229 & PRR5 & PRR5-ARHGAP8
chr16,8958463,11.3317,ABAT & CARHSP1 & LOC100130283 & PMM2 & TMEM186 & USP7
chr3,68671753,11.3276,FAM19A1
chr2,157005696,11.3276,LINC01876
chr21,40319387,11.3274,LINC01700 & LOC101928398 & LOC400867
chr2,42324553,11.3149,EML4 & LOC102723824 & PKDCC
chr4,99619660,11.3099,LOC105377342 & TSPAN5
chr1,229157752,11.3044,NONAME
chr6,13919684,11.2892,RNF182
chr2,177001056,11.2892,EVX2 & HAGLR & HAGLROS & HOXD-AS2 & HOXD1 & HOXD10 & HOXD11 & HOXD12 & HOXD13 & HOXD3 & HOXD4 & HOXD8 & HOXD9 & LOC401021 & MIR10B & MIR7704
chr12,14291300,11.2892,NONAME
chr11,45130226,11.2876,PRDM11
chr8,56443698,11.2813,LOC105375843 & SBF1P1 & XKR4
chr1,86751115,11.2806,MIR7856 & ODF2L
chr13,59295972,11.2752,NONAME
chr16,23782739,11.2644,CHP2 & DCTN5 & ERN2 & PLK1 & PRKCB
chr13,80783389,11.2628,NONAME
chr12,117170989,11.2628,C12orf49 & RNFT2
chr1,176224764,11.2626,COP1
chr12,121163261,11.2611,ACADS & CABP1 & MIR4700 & MLEC & SPPL3 & UNC119B
chr15,51968174,11.254,DMXL2 & LYSMD2 & SCG3 & TMOD2
chr1,231589457,11.2514,EGLN1 & SNRPD2P2 & SPRTN & TSNAX & TSNAX-DISC1
chr3,5901842,11.2279,NONAME
chr2,227152557,11.2249,NONAME
chr18,44134616,11.2126,LOXHD1 & RNF165
chr6,42645286,11.2031,ATP6V0CP3 & BICRAL & PRPH2 & TBCC & UBR2
chr4,55822387,11.1949,NONAME
chr6,163554914,11.1918,PACRG & PACRG-AS2 & PACRG-AS3
chr1,198799461,11.1918,MIR181A1 & MIR181A1HG & MIR181B1 & PTPRC
chr1,194830729,11.1851,NONAME
chr13,73026259,11.1743,NONAME
chr17,30139622,11.1732,COPRS & UTP6
chr15,42549033,11.1673,GANC & MIR627 & TMEM87A & VPS39
chr4,155342365,11.1666,DCHS2
chr1,231603469,11.1666,EGLN1 & SNRPD2P2 & TSNAX & TSNAX-DISC1
chr13,74188673,11.1605,KLF12 & LINC00392
chr5,77177914,11.1459,LOC101929154
chr15,60983676,11.1419,RORA & RORA-AS1 & RORA-AS2
chr14,94331161,11.1413,ASB2 & FAM181A & FAM181A-AS1 & MIR4506 & PRIMA1
chr3,68197121,11.1396,FAM19A1
chr15,44053617,11.1395,CATSPER2P1 & CKMT1A & ELL3 & HYPK & MFAP1 & MIR1282 & PDIA3 & PPIP5K1P1-CATSPER2 & SERF2 & SERF2-C15ORF63 & SERINC4 & STRCP1 & WDR76
chr1,241779862,11.1355,CHML & FH & KMO & OPN3 & WDR64
chr2,56402037,11.1328,CCDC85A & LINC01813 & LOC100129434
chr13,69395015,11.1316,LINC00550
chr9,140294992,11.1289,ENTPD8 & EXD3 & MIR7114 & NOXA1 & NRARP & NSMF & PNPLA7
chr1,110855836,11.1281,KCNC4 & LAMTOR5 & LAMTOR5-AS1 & RBM15 & RBM15-AS1 & SLC16A4
chr12,113177251,11.125,MIR1302-1 & RPH3A
chr10,22787174,11.1088,LOC100499489 & PIP4K2A & SPAG6
chr7,128784594,11.1066,AHCYL2 & LOC407835 & SMO & TNPO3 & TPI1P2 & TSPAN33
chr18,35800010,11.0945,NONAME
chr11,75297238,11.0907,GDPD5 & LOC105369391 & MAP6 & SERPINH1
chr10,47339689,11.0882,BMS1P2 & SHLD2P3
chr13,51132903,11.0875,DLEU1 & DLEU1-AS1
chr6,14957318,11.0868,NONAME
chr12,4683124,11.0868,AKAP3 & C12orf4 & DYRK4 & NDUFA9 & RAD51AP1
chr3,59583840,11.0846,LOC339902
chr6,165156961,11.0836,MEAT6
chr18,74722860,11.081,MBP & ZNF236
chr17,50991079,11.0782,C17orf112 & LINC02089
chr3,68328378,11.0775,FAM19A1
chr16,24915246,11.0522,ARHGAP17 & SLC5A11 & TNRC6A
chr5,39311112,11.0433,C9 & DAB2 & FYB1
chr4,70530960,11.0237,SULT1B1 & UGT2A1 & UGT2A2
chr12,97037123,11.0237,CFAP54
chr2,172919959,11.0154,DLX1 & DLX2 & DLX2-DT & HAT1 & METAP1D
chr22,48741583,11.0061,MIR3201
chr3,11226922,11.0039,ATG7 & HRH1
chr10,18508459,11.0039,CACNB2
chr4,79578219,10.9999,ANXA3 & LINC01094
chr21,27255491,10.9999,APP
chr12,113929046,10.997,LHX5 & LHX5-AS1 & SDS & SDSL
chr10,55872290,10.9903,PCDH15
chr21,15668384,10.989,ABCC13 & HSPA13 & LIPI & RBM11
chr16,89251851,10.9866,ACSF3 & ANKRD11 & CDH15 & LINC00304 & LINC02138 & SLC22A31 & ZNF778
chr1,203712996,10.9826,ATP2B4 & LAX1 & LINC00260 & SNORA77 & ZBED6 & ZC3H11A
chr6,710558,10.982,EXOC2 & HUS1B
chr22,41372696,10.9799,RBX1 & SNORD140 & XPNPEP3
chr10,14626792,10.9784,FAM107B
chr16,62476146,10.9767,NONAME
chr7,4580190,10.9705,NONAME
chr5,160184106,10.9695,ATP10B
chr10,27015405,10.9672,ABI1 & FAM238B & PDSS1
chr16,80407577,10.966,LOC102724084
chr2,182909699,10.9655,PDE1A & PPP1R1C
chr19,32301974,10.9624,NONAME
chr7,5185897,10.945,RBAK & RBAK-RBAKDN & RBAKDN & WIPI2 & ZNF890P
chr8,90597595,10.9445,NONAME
chr2,227324769,10.9442,NONAME
chr16,74221166,10.9426,LOC101928035
chr6,162934356,10.9355,PRKN
chr7,37946501,10.9297,EPDR1 & NME8 & SFRP4
chr1,194013933,10.9266,NONAME
chr15,95537411,10.921,NONAME
chr6,19393827,10.9153,LOC105374960
chr1,166813933,10.9146,ILDR2 & POGK & TADA1
chr1,198815905,10.9087,MIR181A1 & MIR181A1HG & MIR181B1 & PTPRC
chr20,1278780,10.9085,C20orf202 & FKBP1A & FKBP1A-SDCBP2 & MIR6869 & RAD21L1 & SDCBP2 & SDCBP2-AS1 & SNPH
chr2,234652717,10.9081,DNAJB3 & HJURP & LOC100286922 & MROH2A & UGT1A1 & UGT1A10 & UGT1A3 & UGT1A4 & UGT1A5 & UGT1A6 & UGT1A7 & UGT1A8 & UGT1A9
chr8,17417329,10.9041,MTUS1 & PDGFRL & SLC7A2
chr3,156231341,10.9041,KCNAB1 & KCNAB1-AS1 & SSR3
chr11,92667658,10.9041,FAT3 & LOC105369431 & MTNR1B
chr1,18516925,10.9041,IGSF21
chr16,10184220,10.8982,GRIN2A
chr12,125454136,10.8967,AACS & BRI3BP & DHX37 & MIR5188 & THRIL & UBC
chr1,30684815,10.8941,NONAME
chr9,82081916,10.8899,NONAME
chr3,88367906,10.887,NONAME
chr14,78392555,10.887,ADCK1
chr1,34038666,10.887,CSMD2 & ZSCAN20
chr11,12002900,10.8782,DKK3 & LINC02547 & USP47
chr18,50189408,10.878,DCC
chr10,79344995,10.8759,KCNMA1
chr6,112811807,10.875,NONAME
chr15,92680062,10.8722,SLCO3A1
chr5,78278299,10.8686,ARSB & BHMT2 & DMGDH
chr10,15289064,10.8663,FAM171A1 & NMT2 & PPIAP30
chr11,117986853,10.8652,JAML & SCN2B & SCN4B & SMIM35 & TMPRSS4
chr12,49601731,10.8532,LMBR1L & LOC101927267 & PRPH & TUBA1A & TUBA1B & TUBA1C
chr19,12532525,10.8529,ZNF442 & ZNF443 & ZNF563 & ZNF709 & ZNF799
chr7,146356208,10.8489,CNTNAP2
chr5,76856617,10.8455,OTP & WDR41
chr17,6159654,10.8451,NONAME
chr14,95851441,10.8383,CLMN & LINC02292 & SYNE3
chr11,64294119,10.8383,LOC100996455 & NRXN2 & SLC22A11 & SLC22A12
chr15,50356183,10.838,ATP8B4
chr17,70368070,10.8315,LINC00673 & LINC02003
chr21,22189963,10.8266,LINC00320
chr10,96592144,10.8063,CYP2C18 & CYP2C19
chr6,51963410,10.8053,IL17A & LINCMD1 & MIR133B & MIR206 & PKHD1
chr1,55175322,10.8053,ACOT11 & FAM151A & LEXM & MROH7 & MROH7-TTC4 & PARS2 & TTC22 & TTC4
chr2,171101265,10.8042,MYO3B & MYO3B-AS1
chr21,21813855,10.79,NONAME
chr13,77408976,10.774,BTF3P11 & KCTD12
chr4,185794844,10.773,ACSL1 & LINC01093 & MIR3945 & MIR3945HG & MIR4455 & SLED1
chr12,29990110,10.7729,TMTC1
chr13,76068181,10.77,COMMD6 & TBC1D4 & UCHL3
chr5,156817202,10.7656,ADAM19 & CYFIP2 & FNDC9 & LOC102724404 & NIPAL4
chr18,12219995,10.7631,ANKRD62 & C18orf61 & CIDEA & TUBB6
chr12,3760255,10.7621,CRACR2A & PRMT8
chr8,24739408,10.7563,MIR6841 & NEFL & NEFM
chr7,104033379,10.7549,LHFPL3
chr14,89858321,10.7543,FOXN3 & FOXN3-AS1
chr13,29877197,10.7543,MTUS2
chr14,98220500,10.7393,LINC02291 & LINC02312
chr10,56309138,10.7382,LOC105378311 & MIR548F1 & PCDH15
chr6,144318433,10.7341,HYMAI & PLAGL1 & SF3B5 & ZC2HC1B
chr7,17133853,10.7333,NONAME
chr12,614206,10.7333,B4GALNT3 & CCDC77 & LOC105369595 & NINJ2
chr8,90601295,10.7272,NONAME
chr4,68810246,10.7272,TMPRSS11A & TMPRSS11D & TMPRSS11GP
chr11,24437846,10.7272,LUZP2
chr7,148618133,10.7268,EZH2 & GHET1 & PDIA4
chr1,4725628,10.7249,AJAP1 & LINC01646
chr5,157200714,10.7042,C5orf52 & CLINT1 & LSM11 & THG1L
chr14,48536772,10.7027,NONAME
chr5,81070124,10.7016,SSBP2
chr2,14081905,10.7007,NONAME
chr1,32017712,10.6931,HCRTR1 & LINC01225 & LINC01226 & PEF1 & TINAGL1
chr1,101212256,10.692,LINC01349 & VCAM1
chr8,26455400,10.6898,DPYSL2 & PNMA2
chr4,169990337,10.6898,CBR4 & SH3RF1
chr19,45331725,10.6737,APOC1 & APOC1P1 & APOE & BCAM & BCL3 & CBLC & MIR8085 & NECTIN2 & TOMM40
chr5,162844001,10.671,CCNG1 & HMMR & HMMR-AS1 & MAT2B & NUDCD2
chr1,48217740,10.6649,TRABD2B
chr14,106854643,10.6577,LINC00221
chr2,153610707,10.6539,ARL6IP6 & PRPF40A
chr15,52403356,10.6539,BCL2L10 & CERNA1 & GNB5 & MAPK6 & MAPK6-DT & MYO5C
chr10,64817255,10.6394,NRBF2
chr6,19427506,10.6382,LOC105374960
chr2,167032796,10.6319,SCN1A & SCN1A-AS1 & SCN9A
chr3,122683916,10.6315,LINC02035 & SEMA5B & SLC49A4
chr18,77706725,10.629,HSBP1L1 & KCNG2 & PQLC1 & RBFA & TXNL4A
chr11,57309988,10.6262,MIR130A & RTN4RL2 & SERPING1 & SLC43A1 & SMTNL1 & TIMM10 & UBE2L6
chr4,72545853,10.6245,GC
chr3,118936391,10.6181,ARHGAP31 & ARHGAP31-AS1 & B4GALT4 & B4GALT4-AS1 & C3orf30 & IGSF11 & UPK1B
chr10,96239719,10.6153,HELLS & TBC1D12
chr11,118153511,10.6075,CD3D & CD3E & CD3G & JAML & LOC100131626 & MPZL2 & MPZL3 & UBE4A
chr3,87888936,10.6061,HTR1F
chr1,77468098,10.6033,MIR7156 & PIGK & ST6GALNAC5
chr19,42451963,10.6014,ARHGEF1 & ATP1A3 & CD79A & DMRTC2 & GRIK5 & LOC100505585 & LOC390937 & MIR6797 & RABAC1 & RPS19
chr14,25535337,10.5975,STXBP6
chr19,34229957,10.5974,CHST8 & KCTD15
chr19,10401098,10.5955,DNMT1 & FDX2 & ICAM1 & ICAM3 & ICAM4 & ICAM5 & MIR4322 & MRPL4 & RAVER1 & S1PR2 & TYK2 & ZGLP1
chr7,126631568,10.5939,GRM8 & MIR592
chr6,14763796,10.5939,NONAME
chr3,67009611,10.5939,KBTBD8
chr3,66994178,10.5939,KBTBD8
chr3,31287062,10.5939,MIR466
chr11,63054983,10.5939,SLC22A10 & SLC22A25 & SLC22A9
chr10,34201682,10.5917,NONAME
chr13,77397101,10.5904,KCTD12
chr11,124962245,10.5904,CCDC15 & PKNOX2 & PKNOX2-AS1 & SLC37A2 & TMEM218
chr1,175981193,10.5904,COP1 & SCARNA3
chr17,69471773,10.588,NONAME
chr7,36117766,10.5816,EEPD1 & LOC101928618
chr7,20754501,10.5796,ABCB5 & SP8
chr4,121443016,10.5782,NONAME
chr17,4341387,10.5767,SPNS2 & SPNS3 & UBE2G1
chr7,131496497,10.5744,LOC101928782
chr6,16109008,10.5639,MIR4639 & MYLIP
chr13,30780397,10.5525,KATNAL1 & LINC00365 & LINC00384
chr2,182226778,10.5509,ITGA4 & LINC01934 & MIR4437
chr2,173131660,10.5469,NONAME
chr5,160503415,10.5459,NONAME
chr2,101528153,10.5446,LOC101927142 & NPAS2 & RPL31 & TBC1D8
chr15,61911182,10.5445,NONAME
chr2,152923906,10.5417,CACNB4 & STAM2
chr10,23662769,10.5412,C10orf67 & LOC105376453 & OTUD1
chr5,2627929,10.5405,LSINCT5
chr6,46943493,10.5382,ADGRF1 & ADGRF5 & LOC101926962
chr21,38386533,10.5382,HLCS & LOC105372795 & PIGP & RIPPLY3 & TTC3
chr11,76867135,10.5382,CAPN5 & GDPD4 & MYO7A & OMP
chr1,86585845,10.5382,COL24A1
chr12,52321150,10.5366,ACVR1B & ACVRL1 & ANKRD33 & FIGNL2 & GRASP & GRASP-AS1 & LOC105369971 & NR4A1
chr11,98706549,10.5366,NONAME
chr7,63790660,10.5328,ZNF679 & ZNF736
chr1,106799790,10.5328,NONAME
chr14,98169782,10.5276,LINC02291 & LINC02312
chr11,132938222,10.5274,OPCML
chr10,19425531,10.5227,MALRD1
chr15,42761929,10.5163,CAPN3 & HAUS2 & LRRC57 & SNAP23 & ZNF106
chr11,112187392,10.5109,BCO2 & LOC100132686 & LOC283140 & PLET1 & PTS
chr4,74412804,10.5041,AFM & AFP & LINC02499 & RASSF6
chr2,183076824,10.5041,PDE1A & PPP1R1C
chr2,57054352,10.5037,NONAME
chr20,1455810,10.5017,FKBP1A & FKBP1A-SDCBP2 & MIR6869 & NSFL1C & SDCBP2-AS1 & SIRPB1 & SIRPB2 & SIRPD
chr3,144355882,10.5008,NONAME
chr8,99366439,10.4981,KCNS2 & NIPAL2
chr2,181578823,10.4971,SCHLAP1
chr9,10409555,10.4959,PTPRD
chr2,160326073,10.4937,BAZ2B
chr8,28062120,10.4927,ELP3
chr3,83873301,10.4835,NONAME
chr3,188365278,10.4776,LPP & LPP-AS1 & MIR28
chr12,122988800,10.4703,CLIP1 & KNTC1 & RSRC2 & ZCCHC8
chr3,168032719,10.467,EGFEM1P
chr16,12937344,10.4546,CPPED1 & SHISA9
chr10,12492867,10.4546,CAMK1D
chr21,25964614,10.4532,LINC01684
chr7,14694038,10.4502,DGKB
chr14,100226099,10.4496,CYP46A1 & EML1 & HHIPL1
