"chr","pos","cms_score","genes","bin"
"chr2",103307774,12.7786,"MFSD9 & SLC9A2 & TMEM182","517"
"chr8",25583081,12.7745,"NONAME","128"
"chr7",17691608,12.7739,"LOC101927630","89"
"chr3",59689809,12.7517,"FHIT & LOC339902","299"
"chr3",123134244,12.751,"ADCY5 & HACD2","616"
"chr3",122150284,12.7408,"CCDC58 & CSTA & FAM162A & KPNA1 & LOC102723582 & PARP9 & WDR5B","611"
"chr3",10675684,12.7302,"ATP2B2 & ATP2B2-IT2","54"
"chr11",68804451,12.7295,"IGHMBP2 & MIR3164 & MRGPRD & MRGPRF & MRGPRF-AS1 & TPCN2","345"
"chr10",23371855,12.7281,"ARMC3 & MSRB2","117"
"chr11",118852137,12.7274,"BCL9L & CCDC84 & CXCR5 & FOXR1 & HYOU1 & MIR4492 & RPL23AP64 & RPS25 & SLC37A4 & TRAPPC4 & UPK2 & VPS11","595"
"chr3",182906649,12.7127,"B3GNT5 & LAMP3 & MCCC1 & MCF2L2","915"
"chr12",115179321,12.7116,"TBX3","576"
"chr1",184162732,12.7094,"TSEN15","921"
"chr9",34953336,12.7034,"C9orf131 & DNAJB5 & DNAJB5-DT & FAM205C & PHF24","175"
"chr12",47607017,12.6936,"LOC105369747 & MIR4698 & PCED1B & PCED1B-AS1","239"
"chr3",139510682,12.6853,"NONAME","698"
"chr4",155541289,12.6617,"FGA & FGB & FGG & PLRG1","778"
"chr22",49567545,12.6541,"NONAME","248"
"chr3",24765690,12.6529,"NONAME","124"
"chr1",112012037,12.6454,"ADORA3 & ATP5PB & C1orf162 & OVGP1 & PGCP1 & TMIGD3 & WDR77","561"
"chr20",16026239,12.6452,"LOC613266 & MACROD2","81"
"chr6",108428759,12.6279,"NR2E1 & OSTM1 & OSTM1-AS1","543"
"chr8",2474928,12.6215,"LOC101927815","13"
"chr9",27214887,12.6173,"EQTN & LINC00032 & TEK","137"
"chr20",31911340,12.6127,"BPIFA1 & BPIFA3 & BPIFB1 & CDK5RAP1 & SNTA1","160"
"chr12",114035983,12.5952,"NONAME","571"
"chr16",84871849,12.5951,"CRISPLD2 & USP10","425"
"chr3",68910464,12.5942,"FAM19A4","345"
"chr3",26335191,12.5907,"NONAME","132"
"chr6",9481801,12.5884,"NONAME","48"
"chr5",2487170,12.5879,"NONAME","13"
"chr15",27982890,12.567,"OCA2","140"
"chr10",27596229,12.5563,"ACBD5 & ARMC4P1 & LRRC37A6P & PTCHD3","138"
"chr3",22000547,12.5532,"ZNF385D-AS2","111"
"chr12",29342235,12.5532,"FAR2 & LOC100506606","147"
"chr12",122638006,12.5527,"B3GNT4 & DIABLO & IL31 & LOC101593348 & LRRC43 & MLXIP & VPS33A","614"
"chr10",96658200,12.5493,"CYP2C19 & CYP2C9","484"
"chr15",61349220,12.547,"RORA","307"
"chr18",20716805,12.5462,"CABLES1","104"
"chr3",87561451,12.5353,"NONAME","438"
"chr1",75641544,12.5346,"LHX8 & SLC44A5","379"
"chr5",3089692,12.5336,"LINC01377","16"
"chr8",74000257,12.5279,"SBSPON & TERF1","371"
"chr3",121435624,12.5162,"FBXO40 & GOLGB1 & HCLS1 & IQCB1","608"
"chr17",36621445,12.5108,"ARHGAP23 & SOCS7 & SRCIN1","184"
"chr11",130257002,12.5103,"ADAMTS15 & ADAMTS8 & LOC646383 & ZBTB44","652"
"chr6",17755963,12.5087,"KIF13A & LOC105374952 & NUP153","89"
"chr10",79186259,12.5072,"KCNMA1 & KCNMA1-AS3","396"
"chr5",160712849,12.4813,"GABRB2","804"
"chr12",99261495,12.4722,"ANKS1B","497"
"chr10",20753989,12.4705,"MIR4675","104"
"chr1",80710753,12.469,"NONAME","404"
"chr2",180665865,12.4598,"MIR1258 & ZNF385B","904"
"chr1",16502256,12.4459,"ARHGEF19 & CPLANE2 & EPHA2 & FBXO42","83"
"chr4",32616774,12.4394,"NONAME","164"
"chr1",6144735,12.4394,"CHD5 & KCNAB2 & NPHP4","31"
"chr10",32451860,12.439,"NONAME","163"
"chr20",8629843,12.4298,"PLCB1","44"
"chr3",59894061,12.4151,"FHIT","300"
"chr5",141824669,12.4041,"SPRY4-AS1","710"
"chr10",73281364,12.3865,"CDH23 & CDH23-AS1","367"
"chr6",110826927,12.3861,"DDO & SLC22A16","555"
"chr13",97040313,12.3861,"HS6ST3 & MIR4501","486"
"chr11",109573244,12.3861,"NONAME","548"
"chr11",96654866,12.3854,"NONAME","484"
"chr3",69834454,12.3824,"MITF","350"
"chr7",101015718,12.3791,"COL26A1 & IFT22 & LNCPRESS1 & LOC101927746","506"
"chr20",44733811,12.3791,"CD40 & CDH22 & MMP9 & NCOA5 & SLC12A5 & SLC12A5-AS1","224"
"chr16",74088473,12.3781,"NONAME","371"
"chr6",152880321,12.3771,"SYNE1","765"
"chr13",40052731,12.3752,"LHFPL6","201"
"chr12",30034792,12.374,"TMTC1","151"
"chr2",163559175,12.362,"KCNH7 & LOC101929570","818"
"chr15",80707588,12.3535,"ARNT2 & LINC00927","404"
"chr5",161696396,12.3407,"NONAME","809"
"chr11",106493741,12.339,"GUCY1A2","533"
"chr4",73677391,12.3376,"NONAME","369"
"chr1",75999964,12.3366,"SLC44A5","380"
"chr7",13777635,12.3247,"NONAME","69"
"chr7",100525146,12.3205,"ACHE & MIR6875 & MUC12 & MUC3A & SLC12A9 & SLC12A9-AS1 & SRRT & TRIP6 & UFSP1","503"
"chr5",153789078,12.3205,"GALNT10 & HAND1 & MIR1294 & SAP30L & SAP30L-AS1","769"
"chr14",96657459,12.3205,"ATG2B & BDKRB1 & BDKRB2 & C14orf132","484"
"chr2",163600518,12.3185,"KCNH7 & LOC101929570","819"
"chr1",199543632,12.311,"NONAME","998"
"chr10",20152770,12.294,"PLXDC2","101"
"chr14",61677956,12.2932,"TMEM30B","309"
"chr2",162688627,12.2893,"SLC4A10","814"
"chr12",115253197,12.2881,"NONAME","577"
"chr6",10093595,12.2765,"NONAME","51"
"chr2",164288638,12.276,"NONAME","822"
"chr1",81755786,12.2748,"ADGRL2","409"
"chr6",109045197,12.2747,"FOXO3 & LINC00222","546"
"chr7",111762557,12.2743,"DOCK4 & ZNF277","559"
"chr5",113145868,12.2691,"NONAME","566"
"chr1",201210045,12.2606,"IGFN1 & PKP1 & TMEM9","1007"
"chr13",76283474,12.2601,"LMO7 & LMO7-AS1","382"
"chr8",4493300,12.2465,"CSMD1","23"
"chr12",30756365,12.2438,"IPO8","154"
"chr1",42019006,12.2396,"EDN2 & HIVEP3","211"
"chr5",78020166,12.2191,"ARSB & LHFPL2","391"
"chr12",3178183,12.2098,"TEAD4 & TSPAN9","16"
"chr19",33890838,12.2094,"CEBPA & CEBPA-DT & CEBPG & PEPD","170"
"chr16",31357810,12.2016,"COX6A2 & ITGAD & ITGAM & ITGAX & ZNF843","157"
"chr2",33059096,12.2006,"LINC00486 & TTC27","166"
"chr5",138553691,12.195,"MATR3 & SIL1 & SNHG4 & SNORA74A & SNORA74D","693"
"chr11",68128293,12.1942,"C11orf24 & LRP5 & PPP6R3","341"
"chr10",130418402,12.1927,"NONAME","653"
"chr12",114590687,12.1767,"LINC02459","573"
"chr3",78277273,12.1627,"NONAME","392"
"chr6",19790387,12.1534,"ID4 & LOC100506885","99"
"chr16",58206826,12.1534,"CCDC113 & CFAP20 & CSNK2A2","292"
"chr1",43112913,12.1475,"CCDC30 & CLDN19 & P3H1 & PPIH & YBX1","216"
"chr8",57445182,12.1447,"LINC00968 & LOC101929415 & PENK","288"
"chr3",121663711,12.1281,"EAF2 & ILDR1 & SLC15A2","609"
"chr8",716979,12.1275,"DLGAP2 & ERICH1 & LOC401442","4"
"chr5",168561395,12.1259,"LOC728095 & SLIT3","843"
"chr6",124661342,12.1217,"NKAIN2","624"
"chr16",31077335,12.1137,"BCKDK & HSD3B7 & KAT8 & PRSS36 & PRSS53 & PRSS8 & SETD1A & STX1B & STX4 & VKORC1 & ZNF646 & ZNF668","156"
"chr2",26801586,12.11,"C2orf70 & CIB4 & OTOF","135"
"chr8",128999640,12.0847,"MIR1205 & MIR1206 & MIR1207 & PVT1 & TMEM75","645"
"chr1",182413323,12.0798,"GLUL & LINC00272 & RGSL1 & TEDDM1","913"
"chr4",174630345,12.0555,"NONAME","874"
"chr15",97924124,12.0548,"LINC02254","490"
"chr20",40981002,12.0543,"PTPRT","205"
"chr20",32407035,12.0473,"CHMP4B & PXMP4 & ZNF341 & ZNF341-AS1","163"
"chr3",122936084,12.0462,"ADCY5 & MIR7110 & PDIA5 & SEC22A","615"
"chr12",22891044,12.0384,"ETNK1","115"
"chr12",50318450,12.0351,"AQP2 & AQP5 & AQP6 & BCDIN3D & BCDIN3D-AS1 & FAIM2 & LINC02395 & LINC02396 & LOC101927318 & NCKAP5L & RACGAP1","252"
"chr21",35849290,12.0268,"FAM243A & FAM243B & KCNE1 & KCNE1B & RCAN1 & SMIM11A & SMIM11B","180"
"chr21",43462379,12.0257,"C2CD2 & SNORA91 & UMODL1 & UMODL1-AS1 & ZBTB21 & ZNF295-AS1","218"
"chr3",197565048,12.0168,"FYTTD1 & IQCG & LRCH3 & RUBCN","988"
"chr17",51012956,12.011,"C17orf112 & LINC02089","256"
"chr1",183968532,11.9908,"COLGALT2 & RGL1 & TSEN15","920"
"chr9",119520093,11.9844,"ASTN2 & TRIM32","598"
"chr1",195632830,11.9844,"NONAME","979"
"chr5",157133617,11.9793,"C5orf52 & CLINT1 & LSM11 & SOX30 & THG1L","786"
"chr8",103724653,11.977,"GASAL1 & KLF10","519"
"chr3",122266153,11.9764,"DTX3L & KPNA1 & PARP15 & PARP9","612"
"chr16",64195003,11.9724,"NONAME","321"
"chr16",26636603,11.9617,"NONAME","134"
"chr11",68758162,11.9606,"IGHMBP2 & MIR3164 & MRGPRD & MRGPRF & MRGPRF-AS1 & MRPL21 & TPCN2","344"
"chr9",33118111,11.9511,"B4GALT1 & B4GALT1-AS1 & DNAJA1 & SMU1","166"
"chr20",56034988,11.9511,"CTCFL & LOC100291105 & RAE1 & RBM38","281"
"chr19",10349118,11.9508,"DNMT1 & FDX2 & ICAM1 & ICAM3 & ICAM4 & ICAM5 & MIR4322 & MRPL4 & RAVER1 & S1PR2 & ZGLP1","52"
"chr14",59520674,11.9452,"LINC01500","298"
"chr7",150732463,11.935,"ABCB8 & AGAP3 & ASIC3 & ATG9B & CDK5 & FASTK & KCNH2 & NOS3 & SLC4A2 & TMUB1","754"
"chr4",39602845,11.9346,"SMIM14 & UBE2K & UGDH & UGDH-AS1","199"
"chr1",156032887,11.9214,"ARHGEF2 & LAMTOR2 & LMNA & MEX3A & RAB25 & SEMA4A & SSR2 & UBQLN4","781"
"chr11",62225775,11.9187,"AHNAK & ASRGL1 & SCGB1A1","312"
"chr10",16419321,11.9182,"PTER","83"
"chr11",125069793,11.9147,"PKNOX2 & PKNOX2-AS1 & TMEM218","626"
"chr4",162715230,11.9106,"FSTL5","814"
"chr6",156510479,11.9099,"NONAME","783"
"chr5",77216026,11.908,"AP3B1 & LOC101929154","387"
"chr12",115678764,11.9036,"NONAME","579"
"chr2",164607466,11.9003,"FIGN","824"
"chr4",174547485,11.898,"HAND2 & HAND2-AS1","873"
"chr22",36830097,11.8951,"EIF3D & FOXRED2 & MYH9 & TXN2","185"
"chr13",64222455,11.8933,"LINC00395 & OR7E156P","322"
"chr11",133574298,11.8892,"LOC646522","668"
"chr15",51004650,11.8876,"SPPL2A & TRPM7","256"
"chr20",742217,11.8826,"FAM110A & SCRT2 & SLC52A3","4"
"chr6",148018120,11.873,"NONAME","741"
"chr8",25825362,11.8655,"EBF2","130"
"chr14",96016796,11.8527,"GLRX5 & LINC02318 & SCARNA13 & SNHG10 & SYNE3","481"
"chr3",169019906,11.8504,"MECOM","846"
"chr14",69131962,11.8496,"LOC100996664 & RAD51B","346"
"chr5",143005569,11.8466,"MIR5197","716"
"chr12",114827707,11.8357,"TBX5 & TBX5-AS1","575"
"chr3",195555533,11.8236,"LINC01983 & MIR6829 & MUC20 & MUC4 & TNK2 & TNK2-AS1","978"
"chr1",230277115,11.8225,"GALNT2","1152"
"chr2",53842082,11.8157,"ASB3 & GPR75-ASB3","270"
"chr13",96849911,11.8103,"HS6ST3","485"
"chr7",131791194,11.8102,"PLXNA4","659"
"chr4",133751147,11.7964,"NONAME","669"
"chr2",72102703,11.793,"NONAME","361"
"chr2",153174130,11.7904,"FMNL2","766"
"chr4",100152864,11.7742,"ADH1A & ADH1B & ADH4 & ADH6 & LOC100507053 & PCNAP1","501"
"chr13",104240652,11.7682,"NONAME","522"
"chr12",76110751,11.7682,"NONAME","381"
"chr6",55158712,11.7681,"GFRAL & HCRTR2","276"
"chr15",62099335,11.7681,"LINC02349 & VPS13C","311"
"chr12",130642315,11.7657,"FZD10 & FZD10-DT & LINC02419","654"
"chr21",39724571,11.7637,"ERG & KCNJ15 & LINC01423","199"
"chr1",11584628,11.7609,"DISP3 & LINC01647","58"
"chr6",157917447,11.7601,"MIR3692 & ZDHHC14","790"
"chr3",69002853,11.7601,"EOGT & FAM19A4 & MIR3136 & TMF1","346"
"chr2",206806530,11.7601,"INO80D","1035"
"chr17",55509272,11.7553,"LOC101927557 & MSI2","278"
"chr5",141633818,11.7516,"NDFIP1 & SPRY4 & SPRY4-AS1 & SPRY4-IT1","709"
"chr4",60265646,11.747,"NONAME","302"
"chr18",75243361,11.7432,"NONAME","377"
"chr7",123854681,11.7414,"NONAME","620"
"chr1",176096760,11.7361,"COP1","881"
"chr1",54314930,11.7278,"DIO1 & HSPB11 & LRRC42 & NDC1 & YIPF1","272"
"chr10",46930830,11.7158,"GPRIN2 & LOC101927699 & LOC102724593 & SHLD2P1 & SYT15","235"
"chr11",94748973,11.698,"CWC15 & ENDOD1 & KDM4D & KDM4E & SRSF8","474"
"chr2",34038728,11.6965,"LINC01317 & MYADML","171"
"chr19",58254109,11.6943,"FKBP1AP1 & ZNF154 & ZNF211 & ZNF551 & ZNF552 & ZNF586 & ZNF587B & ZNF671 & ZNF776 & ZSCAN4","292"
"chr12",31514389,11.6937,"DENND5B & FLJ13224 & LINC02387 & SINHCAF","158"
"chr7",38950137,11.6916,"POU6F2 & POU6F2-AS2 & VPS41","195"
"chr11",131656518,11.6916,"NTM","659"
"chr1",58853263,11.6899,"OMA1","295"
"chr20",42082957,11.6808,"L3MBTL1 & SRSF6","211"
"chr1",110629992,11.6807,"AHCYL1 & ALX3 & LINC01397 & SLC6A17 & STRIP1 & UBL4B","554"
"chr10",20803698,11.6705,"MIR4675","105"
"chr6",168817464,11.6702,"DACT2 & SMOC2","845"
"chr15",81084877,11.6666,"ABHD17C & CEMIP & MIR549A","406"
"chr16",1271175,11.6611,"CACNA1H & TPSAB1 & TPSB2 & TPSD1 & TPSG1 & UBE2I","7"
"chr8",41485041,11.648,"ANK1 & GINS4 & GPAT4 & LOC102723729 & MIR486-1 & MIR486-2 & NKX6-3","208"
"chr3",88439647,11.6465,"NONAME","443"
"chr12",96299676,11.637,"AMDHD1 & CCDC38 & HAL & LINC02410 & LOC105369921 & LTA4H & SNRPF","482"
"chr9",93599787,11.6328,"SYK","468"
"chr16",9797339,11.627,"GRIN2A","49"
"chr3",117428016,11.6123,"LINC02024","588"
"chr2",71212130,11.6103,"ANKRD53 & ATP6V1B1 & ATP6V1B1-AS1 & LINC01143 & NAGK & OR7E91P & TEX261 & VAX2","357"
"chr1",81488624,11.6073,"NONAME","408"
"chr14",43289067,11.6058,"NONAME","217"
"chr5",22635369,11.5973,"CDH12","114"
"chr3",25327793,11.5932,"RARB & RARB-AS1","127"
"chr19",32153007,11.5903,"THEG5","161"
"chr10",45982091,11.5903,"ALOX5 & LOC102724323 & MARCH8","230"
"chr1",77220237,11.5903,"LINC02567","387"
"chr20",52583181,11.5873,"BCAS1 & SUMO1P1","263"
"chr10",77662192,11.5868,"LRMDA","389"
"chr3",67300170,11.5848,"MIR4272","337"
"chr4",8782293,11.5819,"HMX1","44"
"chr6",146698654,11.5804,"GRM1","734"
"chr15",37173524,11.5731,"C15orf41 & CSNK1A1P1 & LOC145845 & MEIS2 & MIR8063","186"
"chr9",10187295,11.5655,"PTPRD","51"
"chr11",126052602,11.5581,"FAM118B & FOXRED1 & RPUSD4 & SRPRA","631"
"chr7",15059326,11.5441,"DGKB","76"
"chr8",59305455,11.5414,"CYP7A1 & UBXN2B","297"
"chr13",72415774,11.538,"DACH1","363"
"chr9",1500059,11.5359,"NONAME","8"
"chr4",164467848,11.5334,"MARCH1 & TKTL2 & TMA16","823"
"chr18",35782683,11.5204,"NONAME","179"
"chr10",20268852,11.515,"PLXDC2","102"
"chr9",12036175,11.5034,"NONAME","61"
"chr7",7351169,11.5012,"C1GALT1 & COL28A1 & LOC101927354","37"
"chr13",64120446,11.4968,"NONAME","321"
"chr2",71978904,11.4888,"DYSF","360"
"chr19",53350597,11.4876,"ZNF28 & ZNF320 & ZNF321P & ZNF468 & ZNF600 & ZNF816-ZNF321P & ZNF888","267"
"chr3",189556696,11.4846,"MIR944 & TP63","948"
"chr12",66852267,11.4801,"GRIP1","335"
"chr8",106254571,11.4769,"ZFPM2","532"
"chr7",57305211,11.4752,"GUSBP10 & LOC105375297 & ZNF479","287"
"chr12",47593778,11.4742,"MIR4698 & PCED1B & PCED1B-AS1","238"
"chr10",125927017,11.4682,"CHST15","630"
"chr12",98778436,11.4675,"SLC9A7P1","494"
"chr22",47786315,11.4641,"LINC01644 & LOC339685","239"
"chr3",21448653,11.4588,"VENTXP7 & ZNF385D","108"
"chr4",119877359,11.4505,"SYNPO2","600"
"chr4",173960762,11.4464,"GALNTL6 & LOC101930370","870"
"chr13",94914043,11.4411,"GPC6 & GPC6-AS1","475"
"chr10",46052075,11.4391,"MARCH8 & ZFAND4","231"
"chr3",83688961,11.4276,"NONAME","419"
"chr2",42085362,11.4276,"C2orf91 & LINC01913 & LINC01914","211"
"chr3",28808234,11.4263,"LINC00693","145"
"chr12",7849523,11.4263,"APOBEC1 & CLEC4C & DPPA3 & GDF3 & NANOG & NANOGNB","40"
"chr14",49260570,11.421,"NONAME","247"
"chr14",33583043,11.4171,"NPAS3","168"
"chr17",74919213,11.416,"LINC00868 & LOC105371899 & MGAT5B","375"
"chr11",13789124,11.416,"FAR1 & LINC02545 & LINC02548","69"
"chr1",237416328,11.4135,"RYR2","1188"
"chr9",18326279,11.4103,"NONAME","92"
"chr18",59450622,11.4103,"LINC01544 & RNF152","298"
"chr14",38568421,11.4103,"NONAME","193"
"chr6",111263158,11.4069,"AMD1 & GTF3C6 & RPF2 & SNORA40C","557"
"chr12",68747836,11.4053,"LINC02384 & MDM1","344"
"chr1",162929629,11.4053,"CCDC190","815"
"chr3",28609604,11.39,"LINC00693 & ZCWPW2","144"
"chr3",28599160,11.39,"LINC00693 & ZCWPW2","143"
"chr19",6624812,11.3871,"C3 & CD70 & TNFSF14 & TNFSF9","34"
"chr4",133521064,11.3829,"LINC01256","668"
"chr5",167912404,11.3817,"FBLL1 & MIR103A1 & MIR103B1 & PANK3 & RARS & WWC1","840"
"chr12",29055655,11.3743,"NONAME","146"
"chr15",23042155,11.3714,"CYFIP1 & LOC283683 & NIPA1 & NIPA2","116"
"chr13",35102607,11.3714,"LINC00457 & LINC02343","176"
"chr2",31363732,11.3548,"CAPN14 & EHD3 & GALNT14","157"
"chr20",24531208,11.3422,"SYNDIG1","123"
"chr22",45010315,11.3382,"LINC00207 & LINC00229 & PRR5 & PRR5-ARHGAP8","226"
"chr16",8958463,11.3317,"ABAT & CARHSP1 & LOC100130283 & PMM2 & TMEM186 & USP7","45"
"chr3",68671753,11.3276,"FAM19A1","344"
"chr2",157005696,11.3276,"LINC01876","786"
"chr21",40319387,11.3274,"LINC01700 & LOC101928398 & LOC400867","202"
"chr2",42324553,11.3149,"EML4 & LOC102723824 & PKDCC","212"
"chr4",99619660,11.3099,"LOC105377342 & TSPAN5","499"
"chr1",229157752,11.3044,"NONAME","1146"
"chr6",13919684,11.2892,"RNF182","70"
"chr2",177001056,11.2892,"EVX2 & HAGLR & HAGLROS & HOXD-AS2 & HOXD1 & HOXD10 & HOXD11 & HOXD12 & HOXD13 & HOXD3 & HOXD4 & HOXD8 & HOXD9 & LOC401021 & MIR10B & MIR7704","886"
"chr12",14291300,11.2892,"NONAME","72"
"chr11",45130226,11.2876,"PRDM11","226"
"chr8",56443698,11.2813,"LOC105375843 & SBF1P1 & XKR4","283"
"chr1",86751115,11.2806,"MIR7856 & ODF2L","434"
"chr13",59295972,11.2752,"NONAME","297"
"chr16",23782739,11.2644,"CHP2 & DCTN5 & ERN2 & PLK1 & PRKCB","119"
"chr13",80783389,11.2628,"NONAME","404"
"chr12",117170989,11.2628,"C12orf49 & RNFT2","586"
"chr1",176224764,11.2626,"COP1","882"
"chr12",121163261,11.2611,"ACADS & CABP1 & MIR4700 & MLEC & SPPL3 & UNC119B","606"
"chr15",51968174,11.254,"DMXL2 & LYSMD2 & SCG3 & TMOD2","260"
"chr1",231589457,11.2514,"EGLN1 & SNRPD2P2 & SPRTN & TSNAX & TSNAX-DISC1","1158"
"chr3",5901842,11.2279,"NONAME","30"
"chr2",227152557,11.2249,"NONAME","1136"
"chr18",44134616,11.2126,"LOXHD1 & RNF165","221"
"chr6",42645286,11.2031,"ATP6V0CP3 & BICRAL & PRPH2 & TBCC & UBR2","214"
"chr4",55822387,11.1949,"NONAME","280"
"chr6",163554914,11.1918,"PACRG & PACRG-AS2 & PACRG-AS3","818"
"chr1",198799461,11.1918,"MIR181A1 & MIR181A1HG & MIR181B1 & PTPRC","994"
"chr1",194830729,11.1851,"NONAME","975"
"chr13",73026259,11.1743,"NONAME","366"
"chr17",30139622,11.1732,"COPRS & UTP6","151"
"chr15",42549033,11.1673,"GANC & MIR627 & TMEM87A & VPS39","213"
"chr4",155342365,11.1666,"DCHS2","777"
"chr1",231603469,11.1666,"EGLN1 & SNRPD2P2 & TSNAX & TSNAX-DISC1","1159"
"chr13",74188673,11.1605,"KLF12 & LINC00392","371"
"chr5",77177914,11.1459,"LOC101929154","386"
"chr15",60983676,11.1419,"RORA & RORA-AS1 & RORA-AS2","305"
"chr14",94331161,11.1413,"ASB2 & FAM181A & FAM181A-AS1 & MIR4506 & PRIMA1","472"
"chr3",68197121,11.1396,"FAM19A1","341"
"chr15",44053617,11.1395,"CATSPER2P1 & CKMT1A & ELL3 & HYPK & MFAP1 & MIR1282 & PDIA3 & PPIP5K1P1-CATSPER2 & SERF2 & SERF2-C15ORF63 & SERINC4 & STRCP1 & WDR76","221"
"chr1",241779862,11.1355,"CHML & FH & KMO & OPN3 & WDR64","1209"
"chr2",56402037,11.1328,"CCDC85A & LINC01813 & LOC100129434","283"
"chr13",69395015,11.1316,"LINC00550","347"
"chr9",140294992,11.1289,"ENTPD8 & EXD3 & MIR7114 & NOXA1 & NRARP & NSMF & PNPLA7","702"
"chr1",110855836,11.1281,"KCNC4 & LAMTOR5 & LAMTOR5-AS1 & RBM15 & RBM15-AS1 & SLC16A4","555"
"chr12",113177251,11.125,"MIR1302-1 & RPH3A","566"
"chr10",22787174,11.1088,"LOC100499489 & PIP4K2A & SPAG6","114"
"chr7",128784594,11.1066,"AHCYL2 & LOC407835 & SMO & TNPO3 & TPI1P2 & TSPAN33","644"
"chr18",35800010,11.0945,"NONAME","180"
"chr11",75297238,11.0907,"GDPD5 & LOC105369391 & MAP6 & SERPINH1","377"
"chr10",47339689,11.0882,"BMS1P2 & SHLD2P3","237"
"chr13",51132903,11.0875,"DLEU1 & DLEU1-AS1","256"
"chr6",14957318,11.0868,"NONAME","75"
"chr12",4683124,11.0868,"AKAP3 & C12orf4 & DYRK4 & NDUFA9 & RAD51AP1","24"
"chr3",59583840,11.0846,"LOC339902","298"
"chr6",165156961,11.0836,"MEAT6","826"
"chr18",74722860,11.081,"MBP & ZNF236","374"
"chr17",50991079,11.0782,"C17orf112 & LINC02089","255"
"chr3",68328378,11.0775,"FAM19A1","342"
"chr16",24915246,11.0522,"ARHGAP17 & SLC5A11 & TNRC6A","125"
"chr5",39311112,11.0433,"C9 & DAB2 & FYB1","197"
"chr4",70530960,11.0237,"SULT1B1 & UGT2A1 & UGT2A2","353"
"chr12",97037123,11.0237,"CFAP54","486"
"chr2",172919959,11.0154,"DLX1 & DLX2 & DLX2-DT & HAT1 & METAP1D","865"
"chr22",48741583,11.0061,"MIR3201","244"
"chr3",11226922,11.0039,"ATG7 & HRH1","57"
"chr10",18508459,11.0039,"CACNB2","93"
"chr4",79578219,10.9999,"ANXA3 & LINC01094","398"
"chr21",27255491,10.9999,"APP","137"
"chr12",113929046,10.997,"LHX5 & LHX5-AS1 & SDS & SDSL","570"
"chr10",55872290,10.9903,"PCDH15","280"
"chr21",15668384,10.989,"ABCC13 & HSPA13 & LIPI & RBM11","79"
"chr16",89251851,10.9866,"ACSF3 & ANKRD11 & CDH15 & LINC00304 & LINC02138 & SLC22A31 & ZNF778","447"
"chr1",203712996,10.9826,"ATP2B4 & LAX1 & LINC00260 & SNORA77 & ZBED6 & ZC3H11A","1019"
"chr6",710558,10.982,"EXOC2 & HUS1B","4"
"chr22",41372696,10.9799,"RBX1 & SNORD140 & XPNPEP3","207"
"chr10",14626792,10.9784,"FAM107B","74"
"chr16",62476146,10.9767,"NONAME","313"
"chr7",4580190,10.9705,"NONAME","23"
"chr5",160184106,10.9695,"ATP10B","801"
"chr10",27015405,10.9672,"ABI1 & FAM238B & PDSS1","136"
"chr16",80407577,10.966,"LOC102724084","403"
"chr2",182909699,10.9655,"PDE1A & PPP1R1C","915"
"chr19",32301974,10.9624,"NONAME","162"
"chr7",5185897,10.945,"RBAK & RBAK-RBAKDN & RBAKDN & WIPI2 & ZNF890P","26"
"chr8",90597595,10.9445,"NONAME","453"
"chr2",227324769,10.9442,"NONAME","1137"
"chr16",74221166,10.9426,"LOC101928035","372"
"chr6",162934356,10.9355,"PRKN","815"
"chr7",37946501,10.9297,"EPDR1 & NME8 & SFRP4","190"
"chr1",194013933,10.9266,"NONAME","971"
"chr15",95537411,10.921,"NONAME","478"
"chr6",19393827,10.9153,"LOC105374960","97"
"chr1",166813933,10.9146,"ILDR2 & POGK & TADA1","835"
"chr1",198815905,10.9087,"MIR181A1 & MIR181A1HG & MIR181B1 & PTPRC","995"
"chr20",1278780,10.9085,"C20orf202 & FKBP1A & FKBP1A-SDCBP2 & MIR6869 & RAD21L1 & SDCBP2 & SDCBP2-AS1 & SNPH","7"
"chr2",234652717,10.9081,"DNAJB3 & HJURP & LOC100286922 & MROH2A & UGT1A1 & UGT1A10 & UGT1A3 & UGT1A4 & UGT1A5 & UGT1A6 & UGT1A7 & UGT1A8 & UGT1A9","1174"
"chr8",17417329,10.9041,"MTUS1 & PDGFRL & SLC7A2","88"
"chr3",156231341,10.9041,"KCNAB1 & KCNAB1-AS1 & SSR3","782"
"chr11",92667658,10.9041,"FAT3 & LOC105369431 & MTNR1B","464"
"chr1",18516925,10.9041,"IGSF21","93"
"chr16",10184220,10.8982,"GRIN2A","51"
"chr12",125454136,10.8967,"AACS & BRI3BP & DHX37 & MIR5188 & THRIL & UBC","628"
"chr1",30684815,10.8941,"NONAME","154"
"chr9",82081916,10.8899,"NONAME","411"
"chr3",88367906,10.887,"NONAME","442"
"chr14",78392555,10.887,"ADCK1","392"
"chr1",34038666,10.887,"CSMD2 & ZSCAN20","171"
"chr11",12002900,10.8782,"DKK3 & LINC02547 & USP47","61"
"chr18",50189408,10.878,"DCC","251"
"chr10",79344995,10.8759,"KCNMA1","397"
"chr6",112811807,10.875,"NONAME","565"
"chr15",92680062,10.8722,"SLCO3A1","464"
"chr5",78278299,10.8686,"ARSB & BHMT2 & DMGDH","392"
"chr10",15289064,10.8663,"FAM171A1 & NMT2 & PPIAP30","77"
