ensembl_gene_id,chromosome_name,start_position,end_position,from_position,to_position,length
ENSG00000131748,17,39637090,39664201,chr17:39637090,chr17:39664201,27111
ENSG00000132294,8,131904093,132013642,chr8:131904093,chr8:132013642,109549
ENSG00000132356,5,40759379,40798374,chr5:40759379,chr5:40798374,38995
ENSG00000132424,6,99398050,99425331,chr6:99398050,chr6:99425331,27281
ENSG00000132485,1,71063291,71081289,chr1:71063291,chr1:71081289,17998
ENSG00000132881,1,16231692,16237183,chr1:16231692,chr1:16237183,5491
ENSG00000132965,13,30713478,30764426,chr13:30713478,chr13:30764426,50948
ENSG00000133247,19,55339853,55348121,chr19:55339853,chr19:55348121,8268
ENSG00000133302,5,94618669,94739436,chr5:94618669,chr5:94739436,120767
ENSG00000133460,22,23856703,23886309,chr22:23856703,chr22:23886309,29606
ENSG00000133641,12,88033846,88050160,chr12:88033846,chr12:88050160,16314
ENSG00000133706,5,146113034,146182650,chr5:146113034,chr5:146182650,69616
ENSG00000133962,14,91580696,91780707,chr14:91580696,chr14:91780707,200011
ENSG00000134057,5,69167135,69178245,chr5:69167135,chr5:69178245,11110
ENSG00000134153,15,34084017,34101862,chr15:34084017,chr15:34101862,17845
ENSG00000134255,1,111139627,111185104,chr1:111139627,chr1:111185104,45477
ENSG00000134318,2,11179759,11348330,chr2:11179759,chr2:11348330,168571
ENSG00000134755,18,31058840,31102522,chr18:31058840,chr18:31102522,43682
ENSG00000134824,11,61792980,61867354,chr11:61792980,chr11:61867354,74374
ENSG00000134900,13,102596986,102679958,chr13:102596986,chr13:102679958,82972
ENSG00000134987,5,111091716,111130502,chr5:111091716,chr5:111130502,38786
ENSG00000135048,9,71683366,71816690,chr9:71683366,chr9:71816690,133324
ENSG00000135074,5,157395534,157575775,chr5:157395534,chr5:157575775,180241
ENSG00000135164,7,87152361,87196337,chr7:87152361,chr7:87196337,43976
ENSG00000135341,6,90513573,90587072,chr6:90513573,chr6:90587072,73499
ENSG00000135365,11,45929323,46121178,chr11:45929323,chr11:46121178,191855
ENSG00000135387,11,34051731,34102610,chr11:34051731,chr11:34102610,50879
ENSG00000135503,12,51951699,51997078,chr12:51951699,chr12:51997078,45379
ENSG00000135541,6,135283532,135497765,chr6:135283532,chr6:135497765,214233
ENSG00000135547,6,125747664,125761269,chr6:125747664,chr6:125761269,13605
ENSG00000135722,16,67159932,67164570,chr16:67159932,chr16:67164570,4638
ENSG00000135778,1,232950605,232983882,chr1:232950605,chr1:232983882,33277
ENSG00000135829,1,182839347,182887982,chr1:182839347,chr1:182887982,48635
ENSG00000135905,2,224765090,225042445,chr2:224765090,chr2:225042445,277355
ENSG00000135913,2,218450251,218568351,chr2:218450251,chr2:218568351,118100
ENSG00000135968,2,108449191,108509415,chr2:108449191,chr2:108509415,60224
ENSG00000135976,2,97113218,97264434,chr2:97113218,chr2:97264434,151216
ENSG00000136108,13,52455429,52476628,chr13:52455429,chr13:52476628,21199
ENSG00000136114,13,52377167,52416373,chr13:52377167,chr13:52416373,39206
ENSG00000136152,13,45464898,45536701,chr13:45464898,chr13:45536701,71803
ENSG00000136197,7,42908726,42912305,chr7:42908726,chr7:42912305,3579
ENSG00000136280,7,44999475,45076469,chr7:44999475,chr7:45076469,76994
ENSG00000136383,15,84816680,84873482,chr15:84816680,chr15:84873482,56802
ENSG00000136643,1,213051233,213274774,chr1:213051233,chr1:213274774,223541
ENSG00000136709,2,127701027,127811187,chr2:127701027,chr2:127811187,110160
ENSG00000136717,2,127048027,127107288,chr2:127048027,chr2:127107288,59261
ENSG00000136870,9,101398873,101410660,chr9:101398873,chr9:101410660,11787
ENSG00000136891,9,100302077,100352942,chr9:100302077,chr9:100352942,50865
ENSG00000136936,9,97674909,97697357,chr9:97674909,chr9:97697357,22448
ENSG00000136937,9,97633668,97673748,chr9:97633668,chr9:97673748,40080
ENSG00000137221,6,43477523,43506556,chr6:43477523,chr6:43506556,29033
ENSG00000137266,6,3268962,3457022,chr6:3268962,chr6:3457022,188060
ENSG00000137312,6,30727709,30742732,chr6:30727709,chr6:30742732,15023
ENSG00000137522,11,71929018,71997597,chr11:71929018,chr11:71997597,68579
ENSG00000137601,4,169392857,169612629,chr4:169392857,chr4:169612629,219772
ENSG00000137842,15,43123279,43185144,chr15:43123279,chr15:43185144,61865
ENSG00000137941,1,83865024,83999150,chr1:83865024,chr1:83999150,134126
ENSG00000138078,2,44316281,44361862,chr2:44316281,chr2:44361862,45581
ENSG00000138138,10,87751512,87841343,chr10:87751512,chr10:87841343,89831
ENSG00000138185,10,95711779,95877266,chr10:95711779,chr10:95877266,165487
ENSG00000138286,10,73168119,73244504,chr10:73168119,chr10:73244504,76385
ENSG00000138346,10,68414064,68472121,chr10:68414064,chr10:68472121,58057
ENSG00000138443,2,203328239,203447728,chr2:203328239,chr2:203447728,119489
ENSG00000138468,3,101324205,101513241,chr3:101324205,chr3:101513241,189036
ENSG00000138686,4,121824329,121870487,chr4:121824329,chr4:121870487,46158
ENSG00000138772,4,78551747,78610451,chr4:78551747,chr4:78610451,58704
ENSG00000138829,5,128257909,128659185,chr5:128257909,chr5:128659185,401276
ENSG00000138964,22,44172956,44219533,chr22:44172956,chr22:44219533,46577
ENSG00000139112,12,10212458,10223128,chr12:10212458,chr12:10223128,10670
ENSG00000139131,12,32727490,32755897,chr12:32727490,chr12:32755897,28407
ENSG00000139163,12,22625075,22690665,chr12:22625075,chr12:22690665,65590
ENSG00000139178,12,7089587,7109238,chr12:7089587,chr12:7109238,19651
ENSG00000139597,13,32400723,32428311,chr13:32400723,chr13:32428311,27588
ENSG00000139624,12,50129289,50167533,chr12:50129289,chr12:50167533,38244
ENSG00000139631,12,53157663,53180909,chr12:53157663,chr12:53180909,23246
ENSG00000139636,12,49096551,49110900,chr12:49096551,chr12:49110900,14349
ENSG00000139687,13,48303726,48599436,chr13:48303726,chr13:48599436,295710
ENSG00000139718,12,121804180,121832584,chr12:121804180,chr12:121832584,28404
ENSG00000139746,13,79311824,79406477,chr13:79311824,chr13:79406477,94653
ENSG00000139793,13,97221434,97394120,chr13:97221434,chr13:97394120,172686
ENSG00000139977,14,57390544,57415906,chr14:57390544,chr14:57415906,25362
ENSG00000140262,15,56918623,57299281,chr15:56918623,chr15:57299281,380658
ENSG00000140323,15,40358219,40378621,chr15:40358219,chr15:40378621,20402
ENSG00000140350,15,68778535,68820897,chr15:68778535,chr15:68820897,42362
ENSG00000140368,15,76993359,77037475,chr15:76993359,chr15:77037475,44116
ENSG00000140379,15,79960892,79971196,chr15:79960892,chr15:79971196,10304
ENSG00000140386,15,76347904,76905444,chr15:76347904,chr15:76905444,557540
ENSG00000140398,15,75346955,75357115,chr15:75346955,chr15:75357115,10160
ENSG00000140443,15,98648539,98964530,chr15:98648539,chr15:98964530,315991
ENSG00000140471,15,100559369,100603230,chr15:100559369,chr15:100603230,43861
ENSG00000140488,15,72284727,72320157,chr15:72284727,chr15:72320157,35430
ENSG00000140632,16,4803203,4847288,chr16:4803203,chr16:4847288,44085
ENSG00000140854,16,57735739,57757244,chr16:57735739,chr16:57757244,21505
ENSG00000140859,16,57758217,57863053,chr16:57758217,chr16:57863053,104836
ENSG00000141002,16,89873570,89913627,chr16:89873570,chr16:89913627,40057
ENSG00000141040,17,16546954,16569204,chr17:16546954,chr17:16569204,22250
ENSG00000141480,17,4710596,4721499,chr17:4710596,chr17:4721499,10903
ENSG00000141551,17,82239023,82273731,chr17:82239023,chr17:82273731,34708
ENSG00000141562,17,82458180,82490537,chr17:82458180,chr17:82490537,32357
ENSG00000141579,17,82829434,82840022,chr17:82829434,chr17:82840022,10588
ENSG00000141580,17,82614562,82648553,chr17:82614562,chr17:82648553,33991
ENSG00000141965,19,4791734,4801273,chr19:4791734,chr19:4801273,9539
ENSG00000141971,19,17405722,17433724,chr19:17405722,chr19:17433724,28002
ENSG00000142185,21,44350163,44443081,chr21:44350163,chr21:44443081,92918
ENSG00000142494,17,19495385,19579034,chr17:19495385,chr17:19579034,83649
ENSG00000142583,1,9035106,9088478,chr1:9035106,chr1:9088478,53372
ENSG00000142627,1,16124337,16156069,chr1:16124337,chr1:16156069,31732
ENSG00000142657,1,10398592,10420511,chr1:10398592,chr1:10420511,21919
ENSG00000143033,1,93079235,93139079,chr1:93079235,chr1:93139079,59844
ENSG00000143156,1,169132531,169367948,chr1:169132531,chr1:169367948,235417
ENSG00000143498,1,222557902,222589933,chr1:222557902,chr1:222589933,32031
ENSG00000143546,1,153390032,153391073,chr1:153390032,chr1:153391073,1041
ENSG00000143756,1,224114111,224162047,chr1:224114111,chr1:224162047,47936
ENSG00000143771,1,224356858,224379459,chr1:224356858,chr1:224379459,22601
ENSG00000143869,2,20667144,20679243,chr2:20667144,chr2:20679243,12099
ENSG00000143889,2,38561969,38603586,chr2:38561969,chr2:38603586,41617
ENSG00000143919,2,44361947,44772592,chr2:44361947,chr2:44772592,410645
ENSG00000143924,2,42169353,42332548,chr2:42169353,chr2:42332548,163195
ENSG00000144130,2,112721486,112742879,chr2:112721486,chr2:112742879,21393
ENSG00000144306,2,174395730,174429575,chr2:174395730,chr2:174429575,33845
ENSG00000144357,2,169827454,170084131,chr2:169827454,chr2:170084131,256677
ENSG00000144426,2,203014879,203226378,chr2:203014879,chr2:203226378,211499
ENSG00000144749,3,66378797,66501263,chr3:66378797,chr3:66501263,122466
ENSG00000144802,3,101827991,101861022,chr3:101827991,chr3:101861022,33031
ENSG00000145014,3,194587673,194633689,chr3:194587673,chr3:194633689,46016
ENSG00000145022,3,49412206,49416475,chr3:49412206,chr3:49416475,4269
ENSG00000145216,4,53377641,53460862,chr4:53377641,chr4:53460862,83221
ENSG00000145241,4,67468762,67545503,chr4:67468762,chr4:67545503,76741
ENSG00000145348,4,106041599,106316683,chr4:106041599,chr4:106316683,275084
ENSG00000145349,4,113451032,113761927,chr4:113451032,chr4:113761927,310895
ENSG00000145414,4,163110073,163166890,chr4:163110073,chr4:163166890,56817
ENSG00000145782,5,115828200,115841837,chr5:115828200,chr5:115841837,13637
ENSG00000145907,5,151771045,151812785,chr5:151771045,chr5:151812785,41740
ENSG00000145996,6,20534457,21232404,chr6:20534457,chr6:21232404,697947
ENSG00000146094,5,177501907,177511274,chr5:177501907,chr5:177511274,9367
ENSG00000146350,6,121079494,121334745,chr6:121079494,chr6:121334745,255251
ENSG00000146802,7,112762377,112790423,chr7:112762377,chr7:112790423,28046
ENSG00000146828,7,100826820,100867010,chr7:100826820,chr7:100867010,40190
ENSG00000146955,7,140404058,140427974,chr7:140404058,chr7:140427974,23916
ENSG00000146963,7,139340359,139423457,chr7:139340359,chr7:139423457,83098
ENSG00000147138,X,79144663,79175315,chrX:79144663,chrX:79175315,30652
ENSG00000147202,X,96684663,97604997,chrX:96684663,chrX:97604997,920334
ENSG00000147274,X,136848004,136880764,chrX:136848004,chrX:136880764,32760
ENSG00000147439,8,22620418,22669148,chr8:22620418,chr8:22669148,48730
ENSG00000147650,8,104489231,104589024,chr8:104489231,chr8:104589024,99793
ENSG00000147813,8,143574785,143578649,chr8:143574785,chr8:143578649,3864
ENSG00000147996,9,65668805,65734041,chr9:65668805,chr9:65734041,65236
ENSG00000148225,9,113313222,113340298,chr9:113313222,chr9:113340298,27076
ENSG00000148690,10,93667883,93702592,chr10:93667883,chr10:93702592,34709
ENSG00000149418,11,130159782,130210362,chr11:130159782,chr11:130210362,50580
ENSG00000149571,11,126423358,127003460,chr11:126423358,chr11:127003460,580102
ENSG00000149582,11,118531041,118547280,chr11:118531041,chr11:118547280,16239
ENSG00000149639,20,36777447,36863538,chr20:36777447,chr20:36863538,86091
ENSG00000149743,11,64223799,64226254,chr11:64223799,chr11:64226254,2455
ENSG00000150316,11,94962620,94973586,chr11:94962620,chr11:94973586,10966
ENSG00000150403,13,113491021,113554590,chr13:113491021,chr13:113554590,63569
ENSG00000150593,10,110871795,110900006,chr10:110871795,chr10:110900006,28211
ENSG00000150756,5,10225507,10249897,chr5:10225507,chr5:10249897,24390
ENSG00000150967,12,122920951,122981649,chr12:122920951,chr12:122981649,60698
ENSG00000151065,12,1946053,2004535,chr12:1946053,chr12:2004535,58482
ENSG00000151116,11,18529609,18588747,chr11:18529609,chr11:18588747,59138
ENSG00000151150,10,60026298,60733490,chr10:60026298,chr10:60733490,707192
ENSG00000151332,14,36298564,36320637,chr14:36298564,chr14:36320637,22073
ENSG00000151422,5,108747841,109196841,chr5:108747841,chr5:109196841,449000
ENSG00000151650,10,133237855,133241928,chr10:133237855,chr10:133241928,4073
ENSG00000151657,10,7750962,7787993,chr10:7750962,chr10:7787993,37031
ENSG00000151726,4,184755595,184826818,chr4:184755595,chr4:184826818,71223
ENSG00000151835,13,23328826,23433740,chr13:23328826,chr13:23433740,104914
ENSG00000152219,11,30323104,30338223,chr11:30323104,chr11:30338223,15119
ENSG00000153094,2,111119378,111168445,chr2:111119378,chr2:111168445,49067
ENSG00000153201,2,108719482,108785809,chr2:108719482,chr2:108785809,66327
ENSG00000153914,5,66139971,66183615,chr5:66139971,chr5:66183615,43644
ENSG00000153933,17,56834107,56869567,chr17:56834107,chr17:56869567,35460
ENSG00000154175,3,100749156,100993515,chr3:100749156,chr3:100993515,244359
ENSG00000154237,15,100919327,101078257,chr15:100919327,chr15:101078257,158930
ENSG00000154263,17,69147214,69244846,chr17:69147214,chr17:69244846,97632
ENSG00000154305,1,222618097,222668007,chr1:222618097,chr1:222668007,49910
ENSG00000154380,1,225486835,225653142,chr1:225486835,chr1:225653142,166307
ENSG00000155254,10,97713173,97718150,chr10:97713173,chr10:97718150,4977
ENSG00000155542,5,56909260,56925532,chr5:56909260,chr5:56925532,16272
ENSG00000155926,8,133036728,133102912,chr8:133036728,chr8:133102912,66184
ENSG00000155966,X,148500617,149000663,chrX:148500617,chrX:149000663,500046
ENSG00000156097,1,109539872,109548406,chr1:109539872,chr1:109548406,8534
ENSG00000156564,6,40391591,40587364,chr6:40391591,chr6:40587364,195773
ENSG00000156711,6,36127809,36144524,chr6:36127809,chr6:36144524,16715
ENSG00000156876,1,100083563,100132955,chr1:100083563,chr1:100132955,49392
ENSG00000156958,15,49155656,49367869,chr15:49155656,chr15:49367869,212213
ENSG00000157181,1,186375838,186421378,chr1:186375838,chr1:186421378,45540
ENSG00000157212,7,154943687,155003124,chr7:154943687,chr7:155003124,59437
ENSG00000157500,3,57227726,57278105,chr3:57227726,chr3:57278105,50379
ENSG00000157833,2,26173088,26189663,chr2:26173088,chr2:26189663,16575
ENSG00000157911,1,2403964,2413797,chr1:2403964,chr1:2413797,9833
ENSG00000158220,3,138434586,138481686,chr3:138434586,chr3:138481686,47100
ENSG00000158301,X,102712176,102717733,chrX:102712176,chrX:102717733,5557
ENSG00000158711,1,205597556,205632011,chr1:205597556,chr1:205632011,34455
ENSG00000158792,16,89696357,89701705,chr16:89696357,chr16:89701705,5348
ENSG00000159388,1,203305491,203309602,chr1:203305491,chr1:203309602,4111
ENSG00000159399,2,74834127,74893359,chr2:74834127,chr2:74893359,59232
ENSG00000159459,15,42942897,43106113,chr15:42942897,chr15:43106113,163216
ENSG00000159496,22,23688136,23699176,chr22:23688136,chr22:23699176,11040
ENSG00000159714,16,67394152,67416833,chr16:67394152,chr16:67416833,22681
ENSG00000159842,17,1003518,1229738,chr17:1003518,chr17:1229738,226220
ENSG00000160087,1,1253909,1273885,chr1:1253909,chr1:1273885,19976
ENSG00000160179,21,42199689,42297244,chr21:42199689,chr21:42297244,97555
ENSG00000160199,21,42974510,43033931,chr21:42974510,chr21:43033931,59421
ENSG00000160223,21,44217014,44240966,chr21:44217014,chr21:44240966,23952
ENSG00000160293,9,133761894,133992604,chr9:133761894,chr9:133992604,230710
ENSG00000160360,9,136327476,136359605,chr9:136327476,chr9:136359605,32129
ENSG00000160410,19,40576853,40591399,chr19:40576853,chr19:40591399,14546
ENSG00000160446,9,128720870,128724127,chr9:128720870,chr9:128724127,3257
ENSG00000160447,9,128702503,128720916,chr9:128702503,chr9:128720916,18413
ENSG00000160783,1,156212993,156240042,chr1:156212993,chr1:156240042,27049
ENSG00000160883,5,176880869,176899346,chr5:176880869,chr5:176899346,18477
ENSG00000161513,17,74862497,74873031,chr17:74862497,chr17:74873031,10534
ENSG00000161526,17,75667251,75708062,chr17:75667251,chr17:75708062,40811
ENSG00000162366,1,47183582,47191044,chr1:47183582,chr1:47191044,7462
ENSG00000162383,1,53087179,53142632,chr1:53087179,chr1:53142632,55453
ENSG00000162415,1,45016399,45306209,chr1:45016399,chr1:45306209,289810
ENSG00000162521,1,32651142,32686211,chr1:32651142,chr1:32686211,35069
ENSG00000162526,1,32351521,32364312,chr1:32351521,chr1:32364312,12791
ENSG00000162543,1,20186096,20196050,chr1:20186096,chr1:20196050,9954
ENSG00000162585,1,2184461,2212720,chr1:2184461,chr1:2212720,28259
ENSG00000162613,1,77944055,77979110,chr1:77944055,chr1:77979110,35055
ENSG00000162650,1,109483479,109492804,chr1:109483479,chr1:109492804,9325
ENSG00000162654,1,89181144,89198942,chr1:89181144,chr1:89198942,17798
ENSG00000162695,1,100896076,100981757,chr1:100896076,chr1:100981757,85681
ENSG00000162882,2,42767089,42792593,chr2:42767089,chr2:42792593,25504
ENSG00000162928,2,61017225,61051990,chr2:61017225,chr2:61051990,34765
ENSG00000162959,2,31865060,32011230,chr2:31865060,chr2:32011230,146170
ENSG00000162971,2,199928913,199955736,chr2:199928913,chr2:199955736,26823
ENSG00000162980,2,151788984,151828492,chr2:151788984,chr2:151828492,39508
ENSG00000163029,2,17663812,17800242,chr2:17663812,chr2:17800242,136430
ENSG00000163104,4,94207611,94291292,chr4:94207611,chr4:94291292,83681
ENSG00000163220,1,153357854,153361023,chr1:153357854,chr1:153361023,3169
ENSG00000163221,1,153373711,153375621,chr1:153373711,chr1:153375621,1910
ENSG00000163281,4,44682200,44726588,chr4:44682200,chr4:44726588,44388
ENSG00000163320,3,88051944,88149885,chr3:88051944,chr3:88149885,97941
ENSG00000163380,3,69106872,69123032,chr3:69106872,chr3:69123032,16160
ENSG00000163389,3,119468963,119494708,chr3:119468963,chr3:119494708,25745
ENSG00000163466,2,218217141,218254356,chr2:218217141,chr2:218254356,37215
ENSG00000163491,3,27110085,27369460,chr3:27110085,chr3:27369460,259375
ENSG00000163655,3,155870650,155944020,chr3:155870650,chr3:155944020,73370
ENSG00000163714,3,142964497,143060725,chr3:142964497,chr3:143060725,96228
ENSG00000163728,3,180602163,180617828,chr3:180602163,chr3:180617828,15665
ENSG00000163785,3,134065303,134250744,chr3:134065303,chr3:134250744,185441
ENSG00000163932,3,53156009,53192717,chr3:53156009,chr3:53192717,36708
ENSG00000163939,3,52545352,52685917,chr3:52545352,chr3:52685917,140565
ENSG00000163946,3,56620133,56683237,chr3:56620133,chr3:56683237,63104
ENSG00000163956,4,3503612,3532446,chr4:3503612,chr4:3532446,28834
ENSG00000164031,4,99896248,99946618,chr4:99896248,chr4:99946618,50370
ENSG00000164087,3,52075226,52154690,chr3:52075226,chr3:52154690,79464
ENSG00000164088,3,52245759,52250599,chr3:52245759,chr3:52250599,4840
ENSG00000164104,4,173331376,173334432,chr4:173331376,chr4:173334432,3056
ENSG00000164151,5,5420664,5490220,chr5:5420664,chr5:5490220,69556
